TU,F S Number,Item,Part,Count,Comment,ACCOUNTED
9,388,CW,BA,5,NA,NA
9,388,CW,HA,1,NA,NA
9,388,CWFE,R,2,NA,NA
9,388,PW,B,1,NA,NA
9,388,WWTP,B,1,NA,NA
9,388,NOTT,R,2,NA,NA
9,388,NOTT,B,1,NA,NA
9,388,BSGS,B,4,NA,NA
9,388,SGS,B,1,GY,NA
9,388,REFEW,B,1,NA,NA
9,388,ELERS,B,10,NA,NA
9,388,ELERS,BA,1,NA,NA
9,388,WHEILD,B,16,NA,NA
9,388,SLIPSTF,R,2,MUG,NA
9,388,SLIPSTF,B,12,MUG,NA
9,388,SLIPSTF,BA,1,MUG,NA
9,388,SLIPSTF,B,2,NA,NA
9,388,SLIPSTF,R,1,NA,NA
9,388,SLIPSTF,B,2,NA,NA
9,388,SLIPSTF,R,5,NA,NA
9,388,SLIPSTF,B,13,NA,NA
9,388,SLIPSTF,HA,1,NA,NA
9,388,SLIPSTF,B,1,MARBLED,NA
9,388,SLIPSTF,B,1,BAT MOLDED,NA
9,388,SLIPMOR,R,1,NA,NA
9,388,POREXP,B,1,PLATE,NA
9,388,POREXP,R,1,NA,NA
9,388,PORUID,B,7,NA,NA
9,388,PORUID,BA,1,NA,NA
9,388,PORUID,HA,3,NA,NA
9,388,POREXP,R,2,NA,NA
9,388,POREXP,B,7,NA,NA
9,388,POREXP,BA,3,NA,NA
9,388,POREXP,R,2,BOWL,NA
9,388,PORMING,R,4,NA,NA
9,388,PORMING,B,4,NA,NA
9,388,POREUR,B,1,NA,NA
9,388,POREXP,R,2,PLATES,NA
9,388,POROG,R,1,MISC PLATES,NA
9,388,POROG,B,3,MISC PLATES,NA
9,388,POROG,BA,1,MISC PLATES,NA
9,388,POROG,R,1,CUP,NA
9,388,POROG,R,5,"BOWL, BR RIM",NA
9,388,POREXP,BA,1,CUP,NA
9,388,POROG,R,2,NA,NA
9,388,POROG,B,2,CUP,NA
9,388,POROG,HA,1,CUP,NA
9,388,POROG,B,2,PLATE,NA
9,388,POROG,R,1,PLATE FRAG,NA
9,388,POROG,BA,1,PLATE FRAG,NA
9,388,POROG,B,2,CUP FRAGS,NA
9,388,POROG,BA,1,CUP FRAGS,NA
9,388,CW,R,1,5.5 DIA.,NA
9,388,CW,B,1,11.5 DIA.,NA
9,388,CW,B,1,FLOWER BUD,NA
9,388,CW,B,1,CREAMER,NA
9,389,UIDCEW,BA,1,NA,NA
9,389,OJ,R,2,NA,NA
9,389,OJ,B,29,NA,NA
9,389,OJGL,R,2,NA,NA
9,389,OJGL,B,6,NA,NA
9,389,ORMIC,B,1,NA,NA
9,389,MEXRED,B,1,NA,NA
9,389,GUADA,B,1,NA,NA
9,389,LDGLCE,B,5,NA,NA
9,389,ELMOR,B,2,NA,NA
9,389,DELFTBW,B,1,NA,NA
9,389,BISQ,B,1,NA,NA
9,389,UIDMAJ,BA,1,FR,NA
9,389,CP,R,2,NA,NA
9,389,CP,B,2,NA,NA
9,389,CP,BA,1,NA,NA
9,389,STODOM,B,2,NA,NA
9,389,SEVWITE,BA,1,NA,NA
9,389,FIGSP,B,1,NA,NA
9,389,WSGS,R,1,NA,NA
9,390,OJ,B,40,NA,NA
9,390,OJGL,B,9,NA,NA
9,390,SSJ,R,1,NA,NA
9,390,SSJ,B,2,NA,NA
9,390,GUADA,B,1,NA,NA
9,390,LDGLCE,B,1,GR GL,NA
9,390,ELMOR,B,2,NA,NA
9,390,ELMOR,HA,1,NA,NA
9,390,DELFTBW,B,2,NA,NA
9,390,MARINE,R,1,NA,NA
9,390,MARINE,B,1,NA,NA
9,390,UIDPOLY,B,1,NA,NA
9,390,UIDMEX,R,3,NA,NA
9,390,CP,R,2,NA,NA
9,390,CP,B,1,NA,NA
9,390,CP,BA,1,NA,NA
9,390,STODOM,B,1,NA,NA
9,390,SEVBB,B,6,NA,NA
9,390,SEVBB,BA,1,NA,NA
9,390,ICHBW,B,1,NA,NA
9,390,SLBW,R,1,NA,NA
9,390,FIGSP,B,1,NA,NA
9,390,MXCBC,R,1,NA,NA
9,390,PUEBW,B,1,NA,NA
9,390,PW,BA,1,NA,NA
9,390,PWSE,B,1,NA,NA
9,390,REFEWTP,B,1,NA,NA
9,390,BSGS,BA,1,NA,NA
9,390,POREXP,B,1,NA,NA
9,408,OJ,B,9,NA,NA
9,408,OJGL,B,5,NA,NA
9,408,ORMIC,R,1,NA,NA
9,408,ORMIC,B,1,NA,NA
9,408,LDGLCE,B,2,NA,NA
9,408,SLIPSTF,B,1,NA,NA
9,408,BLGRBACIN,R,1,NA,NA
9,408,BLGCE,B,1,NA,NA
9,408,BISQ,R,1,NA,NA
9,408,BISQ,B,1,NA,NA
9,408,UIDMAJ,R,1,NA,NA
9,408,SEVBB,B,1,NA,NA
9,408,SLBW,B,1,NA,NA
9,408,FIGSP,B,1,NA,NA
9,408,PUEBW,B,1,NA,NA
9,408,PUEBW,BA,1,NA,NA
9,408,RHEN,B,1,NA,NA
9,408,PORMING,R,1,NA,NA
9,408,PORMING,B,1,NA,NA
9,446,OJ,B,13,NA,NA
9,446,OJGL,B,4,NA,NA
9,446,ORMIC,B,1,NA,NA
9,446,MEXRED,B,2,NA,NA
9,446,LDGLCE,B,2,NA,NA
9,446,ELMOR,B,1,NA,NA
9,446,ELMOR,BA,1,NA,NA
9,446,BISQ,B,1,NA,NA
9,446,UIDMEX,B,1,NA,NA
9,446,UIDMAJ,R,1,NA,NA
9,446,CP,BA,1,NA,NA
9,446,FIGSP,R,1,NA,NA
9,446,PUEPOLY,B,2,NA,NA
9,446,RHEN,B,1,NA,NA
9,447,OJ,B,7,NA,NA
9,447,OJGL,B,1,NA,NA
9,447,MEXRED,B,1,NA,NA
9,447,BLGRBACIN,BA,1,NA,NA
9,447,CP,BA,1,NA,NA
9,447,STODOM,B,1,NA,NA
11,159,OJ,B,6,NA,NA
11,159,OJGL,R,2,NA,NA
11,159,OJGL,B,10,NA,NA
11,159,ORMIC,B,2,NA,NA
11,159,OJGL,B,1,NA,NA
11,159,MEXRED,B,7,NA,NA
11,159,LDGLCE,R,1,NA,NA
11,159,ELMOR,B,2,NA,NA
11,159,DELFT,R,1,NA,NA
11,159,DELFT,B,1,NA,NA
11,159,DELFTBW,B,1,NA,NA
11,159,DELFTPOLY,B,2,NA,NA
11,159,UIDBW,B,2,NA,NA
11,159,UIDMAJ,B,4,NA,NA
11,159,UIDMEX,R,2,NA,NA
11,159,UIDMEX,B,1,NA,NA
11,159,CP,B,1,NA,NA
11,159,STODOM,R,1,NA,NA
11,159,UIDMAJ,B,1,NA,NA
11,159,SEVBB,R,1,NA,NA
11,159,SEVBB,B,1,NA,NA
11,159,ICHBW,B,1,NA,NA
11,159,MXCBC,BA,2,NA,NA
11,159,SLBW,B,3,NA,NA
11,159,SLPOLY,R,3,NA,NA
11,159,SLPOLY,B,6,NA,NA
11,159,UIDMEX,R,4,NA,NA
11,159,UIDMEX,B,2,NA,NA
11,159,UIDMEX,R,1,FINE PASTE,NA
11,159,ABOPOLY,B,1,NA,NA
11,159,ABOPOLY,BA,1,NA,NA
11,159,PUEBW,B,4,NA,NA
11,159,SABW,B,3,NA,NA
11,159,PLAYA,R,1,POLY,NA
11,159,CW,B,2,NA,NA
11,159,PW,B,1,NA,NA
11,159,SGS,B,1,CREAM,NA
11,159,PORUID,R,1,NA,NA
11,159,PORUID,B,1,NA,NA
11,159,POREXP,B,3,NA,NA
11,163,UIDCEW,B,1,NA,NA
11,163,OJ,B,6,NA,NA
11,163,MEXRED,B,2,NA,NA
11,163,LDGLCE,B,1,NA,NA
11,163,DELFTBW,R,1,NA,NA
11,163,DELFTBW,B,3,NA,NA
11,163,UIDMAJ,B,2,NA,NA
11,163,SEVBB,B,1,NA,NA
11,163,SLPOLY,B,2,NA,NA
11,163,UIDMEX,BA,1,NA,NA
11,163,ARANAMA,B,2,NA,NA
11,163,PANP,R,1,NA,NA
11,163,CW,B,3,NA,NA
11,164,OJ,B,10,NA,NA
11,164,MEXRED,R,1,NA,NA
11,164,MEXRED,B,2,NA,NA
11,164,DELFTBW,B,2,NA,NA
11,164,UIDMAJ,B,1,NA,NA
11,164,YAYAL,R,1,NA,NA
11,164,YAYAL,B,1,NA,NA
11,164,STODOM,B,1,NA,NA
11,164,SEVBB,B,1,NA,NA
11,164,SEVBB,BA,1,NA,NA
11,164,ICHBW,B,1,NA,NA
11,164,SLPOLY,R,1,NA,NA
11,164,ABOPOLY,R,1,NA,NA
11,164,PUEBW,B,1,NA,NA
11,164,PUEBW,BA,1,NA,NA
11,164,REFEW,B,1,NA,NA
11,165,OJ,B,1,NA,NA
11,166,OJ,B,9,NA,NA
11,166,CP,B,1,NA,NA
11,167,OJ,B,11,NA,NA
11,167,ORMIC,B,1,NA,NA
11,167,MEXRED,B,2,NA,NA
11,167,SLPOLY,R,1,NA,NA
11,167,SLPOLY,B,3,NA,NA
11,168,OJ,R,1,NA,NA
11,168,OJ,B,5,NA,NA
11,168,LDGLCE,B,1,NA,NA
11,168,ELMOR,B,1,NA,NA
11,168,UIDMAJ,R,1,NA,NA
11,168,SLBW,R,1,NA,NA
11,168,PUEBW,B,1,NA,NA
11,169,OJ,B,19,NA,NA
11,169,MEXRED,B,5,NA,NA
11,169,LDGLCE,B,1,NA,NA
11,169,ELMOR,B,2,NA,NA
11,169,BISQ,B,2,NA,NA
11,169,SLBW,B,1,NA,NA
11,169,FIGSP,R,1,NA,NA
11,169,PUEPOLY,B,3,NA,NA
11,169,UIDSW,B,1,NA,NA
11,174,UIDCEW,B,1,NA,NA
11,174,UIDCEW,B,2,NA,NA
11,174,OJ,B,23,NA,NA
11,174,OJ,BA,2,NA,NA
11,174,REDWAR,B,1,FLOWER POT,NA
11,174,LDGLCE,B,1,NA,NA
11,174,CP,R,1,NA,NA
11,174,CP,B,1,NA,NA
11,174,CP,BA,1,NA,NA
11,174,SEVBB,BA,2,NA,NA
11,174,ICHBW,B,2,NA,NA
11,174,SLPOLY,B,3,NA,NA
11,174,ABOPOLY,B,1,TYPE B,NA
11,174,PUEBW,B,1,NA,NA
11,174,POREXP,R,1,NA,NA
11,179,OJ,B,6,NA,NA
11,179,GUADA,B,1,NA,NA
11,179,CP,R,1,NA,NA
11,179,CP,B,1,NA,NA
11,179,ISABELA,BA,1,NA,NA
11,179,SEVBB,B,1,NA,NA
11,179,UIDTE,B,3,NA,NA
11,182,OJ,B,39,NA,NA
11,182,OJGL,B,1,NA,NA
11,182,ORMIC,B,2,NA,NA
11,182,UIDTE,B,1,NA,NA
11,182,MEXRED,R,1,NA,NA
11,182,MEXRED,B,9,NA,NA
11,182,ELMOR,R,1,NA,NA
11,182,ELMOR,BA,1,NA,NA
11,182,LDGLCE,B,2,GR GL,NA
11,182,DELFTPOLY,B,1,NA,NA
11,182,FAI,B,1,NA,NA
11,182,ENGMAJ,B,1,POSSIBLE,NA
11,182,ENGMAJ,BA,1,POSSIBLE,NA
11,182,CP,R,1,NA,NA
11,182,CP,B,3,NA,NA
11,182,ISABELA,BA,1,POSSIBLE,NA
11,182,SEVBB,R,1,NA,NA
11,182,SEVBB,B,3,NA,NA
11,182,SEVBB,BA,1,NA,NA
11,182,ICHBW,R,1,NA,NA
11,182,ICHBW,B,2,NA,NA
11,182,FIGSP,R,1,NA,NA
11,182,FIGSP,B,5,NA,NA
11,182,UIDMEX,R,1,NA,NA
11,182,UIDMEX,B,2,NA,NA
11,182,SGS,B,1,RED PASTE,NA
11,204,OJ,B,12,NA,NA
11,204,REDWAR,B,1,NA,NA
11,204,MEXRED,B,4,NA,NA
11,204,ELMOR,B,1,NA,NA
11,204,UIDMAJ,B,1,NA,NA
11,204,STODOM,B,1,NA,NA
11,204,FIGSP,B,1,NA,NA
11,204,FIGSP,BA,1,NA,NA
11,205,OJ,B,4,NA,NA
11,205,MEXRED,B,1,NA,NA
11,205,SEVBB,B,1,NA,NA
11,206,REDWAR,B,1,NA,NA
11,207,OJ,B,4,NA,NA
11,207,ELMOR,B,1,NA,NA
11,213,BLGRBACIN,B,1,NA,NA
11,213,OJGL,B,5,NA,NA
11,213,CP,R,1,NA,NA
11,214,UIDCEW,B,1,NA,NA
11,214,UIDCEW,B,2,NA,NA
11,214,OJ,B,13,NA,NA
11,214,OJGL,B,3,NA,NA
11,214,BISQ,B,14,NA,NA
11,214,UIDMEX,B,1,"CUP, FINE PASTE",NA
11,215,OJ,B,11,NA,NA
11,215,ORMIC,B,1,NA,NA
11,215,ELMOR,B,1,NA,NA
11,215,BISQ,B,1,NA,NA
11,215,CP,BA,1,NA,NA
11,215,FIGSP,B,1,NA,NA
11,218,OJ,B,1,NA,NA
11,220,CP,R,1,NA,NA
11,221,ICHBW,R,1,NA,NA
11,221,FIGSP,BA,1,NA,NA
11,222,CP,R,1,NA,NA
11,222,FIGSP,B,1,NA,NA
11,223,UIDMAJ,B,1,NA,NA
11,233,OJ,B,5,NA,NA
11,235,UIDMAJ,B,1,NA,NA
11,236,OJ,B,7,NA,NA
11,236,MEXRED,B,2,NA,NA
11,236,UIDMAJ,B,1,NA,NA
11,237,OJ,B,1,NA,NA
11,238,OJ,B,1,NA,NA
11,238,MEXRED,B,1,NA,NA
11,238,UIDMAJ,B,2,NA,NA
11,239,ELMOR,B,1,NA,NA
11,239,UIDMAJ,B,2,NA,NA
11,240,OJ,B,1,POSSIBLE,NA
11,241,UIDMAJ,B,1,POSSIBLE SM,NA
11,241,CP,B,1,NA,NA
11,242,MEXRED,B,2,NA,NA
11,242,ELMOR,B,1,NA,NA
11,279,BLGRBACIN,B,19,GLAZE INT,NA
11,279,OJGL,B,1,NA,NA
11,279,ORMIC,B,2,NA,NA
11,279,OJ,B,1,INCISED,NA
11,279,REY,B,4,POSSIBLE,NA
11,279,LDGLCE,B,1,16TH C,NA
11,279,LUSTER,B,1,METALLIC,NA
11,279,OJ,R,5,NA,NA
11,279,OJ,B,102,NA,NA
11,279,LDGLCE,R,1,NA,NA
11,279,CP,B,1,NA,NA
11,279,CP,BA,1,NA,NA
11,279,YAYAL,B,2,NA,NA
11,279,YAYAL,BA,1,NA,NA
11,279,UIDBW,B,1,NA,NA
11,279,BISQ,B,2,NA,NA
11,279,PORUID,R,1,NA,NA
11,279,PORUID,B,1,NA,NA
11,281,OJ,R,1,NA,NA
11,281,OJ,B,43,NA,NA
11,281,MEXRED,R,1,NA,NA
11,281,MEXRED,B,10,NA,NA
11,281,MEXRED,BA,1,NA,NA
11,281,MARINE,B,1,NA,NA
11,281,REY,R,1,NA,NA
11,281,CP,B,2,NA,NA
11,281,SEVBB,R,1,NA,NA
11,281,SEVBB,B,4,NA,NA
11,281,UIDBW,B,4,NA,NA
11,281,UIDMAJ,R,2,NA,NA
11,281,UIDMAJ,B,2,NA,NA
11,282,OJ,B,7,NA,NA
11,282,ELMOR,B,1,NA,NA
11,282,LIGURIANBB,B,1,NA,NA
11,282,BISQ,B,2,NA,NA
11,283,OJ,B,12,NA,NA
11,283,MEXRED,B,1,NA,NA
11,283,MEXRED,HA,1,NA,NA
11,283,ELMOR,B,1,NA,NA
11,283,BLGCE,B,1,NA,NA
11,283,CP,HA,1,NA,NA
11,283,LIGURIANBB,R,1,NA,NA
11,283,UIDBW,R,1,NA,NA
11,283,DELFT,B,1,NA,NA
11,283,BISQ,B,1,NA,NA
11,284,OJ,B,5,NA,NA
11,284,MEXRED,B,3,NA,NA
11,284,CP,R,1,NA,NA
11,284,CP,BA,1,NA,NA
11,284,SEVBB,B,1,NA,NA
11,284,UIDMAJ,B,1,NA,NA
11,285,OJ,R,1,NA,NA
11,285,OJ,B,11,NA,NA
11,285,MEXRED,B,3,NA,NA
11,285,GUADA,R,1,POSSIBLE,NA
11,285,OJGL,B,2,NA,NA
11,285,UIDCEW,B,2,NA,NA
11,285,LIGURIANBB,B,2,NA,NA
11,285,UIDMAJ,B,1,NA,NA
11,285,DELFT,B,1,NA,NA
11,286,OJ,R,1,NA,NA
11,286,OJ,B,11,NA,NA
11,286,MEXRED,B,2,NA,NA
11,286,ELMOR,B,1,NA,NA
11,286,ORMIC,B,1,POSSIBLE,NA
11,286,SEVBB,B,1,NA,NA
11,286,SLBW,B,1,NA,NA
11,286,ARANAMA,R,1,NA,NA
11,286,ARANAMA,B,2,NA,NA
11,286,UIDMAJ,B,1,NA,NA
11,286,DELFT,B,1,NA,NA
11,286,PWHP,B,1,OVERGLAZE RED,NA
11,348,OJ,B,3,NA,NA
11,349,OJ,B,1,NA,NA
11,350,OJ,B,4,NA,NA
11,350,ELMOR,B,1,NA,NA
11,405,OJ,B,4,NA,NA
11,405,ELMOR,B,2,NA,NA
11,405,ICHBW,B,1,NA,NA
11,NA,SLBW,B,1,NA,NA
11,409,OJ,B,16,NA,NA
11,409,OJ,B,2,VITRIFIED,NA
11,409,MEXRED,R,1,NA,NA
11,409,OJ,B,7,YEGR INT. GL,NA
11,409,ELMOR,B,2,NA,NA
11,409,CP,R,2,NA,NA
11,409,BISQ,B,6,NA,NA
11,413,OJ,R,1,NA,NA
11,413,OJ,B,25,NA,NA
11,413,OJ,B,2,YEGR INT. GL,NA
11,413,MEXRED,B,11,NA,NA
11,413,ORMIC,B,1,POSSIBLE,NA
11,413,BLGRBACIN,B,1,OR OJ,NA
11,413,ELMOR,B,3,NA,NA
11,413,CP,R,1,NA,NA
11,413,CP,B,2,NA,NA
11,413,YAYAL,R,1,NA,NA
11,413,YAYAL,B,2,NA,NA
11,413,SEVBB,R,1,NA,NA
11,413,ICHBW,R,1,NA,NA
11,413,ICHBW,B,1,NA,NA
11,414,OJ,R,44,NA,NA
11,414,OJ,B,78,NA,NA
11,414,OJGL,B,11,NA,NA
11,414,MEXRED,B,1,POSSIBLE,NA
11,414,OJ,R,2,HEAVILY VITRIFIED,NA
11,414,OJ,B,62,HEAVILY VITRIFIED,NA
11,414,ELMOR,B,1,NA,NA
11,414,YUCA,B,1,NA,NA
11,414,CP,B,1,NA,NA
11,414,CP,BA,1,NA,NA
11,414,SEVBB,B,1,NA,NA
11,415,OJ,B,8,NA,NA
11,415,ORMIC,B,1,NA,NA
11,415,MEXRED,B,2,NA,NA
11,415,BLGRBACIN,R,1,OR OJ,NA
11,415,ELMOR,B,1,NA,NA
11,415,CP,B,2,NA,NA
11,415,YAYAL,B,1,NA,NA
11,457,OJ,B,36,NA,NA
11,457,ORMIC,R,1,NA,NA
11,457,ORMIC,B,3,NA,NA
11,457,MEXRED,B,2,NA,NA
11,457,OJGL,B,11,NA,NA
11,457,OJGL,B,1,NA,NA
11,457,OJ,R,1,POSSIBLE,NA
11,457,ELMOR,R,2,NA,NA
11,457,ELMOR,B,4,NA,NA
11,457,LDGLCE,B,1,16TH C,NA
11,457,UIDCEW,B,2,NA,NA
11,457,FELDIN,B,2,POSSIBLE,NA
11,457,CP,R,2,NA,NA
11,457,YAYAL,B,1,POSSIBLE,NA
11,457,SEVBB,B,8,NA,NA
11,457,UIDMAJ,R,1,NA,NA
11,457,UIDMAJ,B,3,NA,NA
11,457,PORMING,B,1,NA,NA
11,459,OJ,B,16,NA,NA
11,459,ORMIC,B,1,NA,NA
11,459,MEXRED,B,15,NA,NA
11,459,MEXRED,HA,1,NA,NA
11,459,GUADA,B,1,NA,NA
11,459,OJGL,B,3,NA,NA
11,459,ELMOR,B,2,NA,NA
11,459,UIDCEW,R,1,NA,NA
11,459,YUCA,B,1,NA,NA
11,459,YAYAL,R,1,POSSIBLE,NA
11,459,STODOM,B,1,NA,NA
11,459,LIGURIANBB,R,1,NA,NA
11,459,ICHBW,B,1,NA,NA
11,459,UIDBW,B,1,NA,NA
11,459,UIDMAJ,R,2,NA,NA
11,459,BISQ,B,1,NA,NA
11,460,OJ,B,1,NA,NA
11,460,MEXRED,B,1,NA,NA
11,460,OJGL,B,1,NA,NA
11,461,OJ,B,4,NA,NA
11,463,OJ,B,6,NA,NA
11,463,ORMIC,B,3,NA,NA
11,463,OJGL,B,4,NA,NA
11,463,ELMOR,B,1,NA,NA
11,463,SLBW,R,1,NA,NA
11,463,SLBW,B,6,NA,NA
11,463,UIDMAJ,B,1,NA,NA
11,463,DELFT,B,1,NA,NA
11,464,OJ,R,1,NA,NA
11,464,OJ,B,22,NA,NA
11,464,ORMIC,B,4,NA,NA
11,464,MEXRED,R,1,NA,NA
11,464,MEXRED,B,9,NA,NA
11,464,GUADA,B,1,NA,NA
11,464,CP,B,1,NA,NA
11,464,SEVBB,B,2,NA,NA
11,464,SLBW,B,1,POSSIBLE,NA
11,464,UIDBW,B,1,NA,NA
11,464,UIDMAJ,R,1,NA,NA
11,464,UIDMAJ,B,1,NA,NA
11,464,BISQ,B,1,NA,NA
10,152,OJ,B,11,NA,NA
10,152,OJGL,B,3,NA,NA
10,152,SSJ,BA,1,NA,NA
10,152,LDGLCE,B,1,NA,NA
10,152,ELMOR,B,1,NA,NA
10,152,UIDMEX,B,1,NA,NA
10,152,UIDMAJ,R,1,NA,NA
10,152,UIDMAJ,B,2,NA,NA
10,152,UIDPOLY,B,1,NA,NA
10,152,STODOM,R,1,NA,NA
10,152,SLPOLY,B,2,NA,NA
10,152,PUEPOLY,B,1,NA,NA
10,152,PUEBW,B,2,BOWL/CUP,NA
10,152,PUEBW,BA,3,BOWL/CUP,NA
10,154,OJ,B,5,NA,NA
10,154,OJGL,B,2,NA,NA
10,154,LDGLCE,B,3,NA,NA
10,154,ELMOR,B,1,NA,NA
10,154,FAIBW,R,1,NA,NA
10,154,UIDMEX,B,1,NA,NA
10,154,TALAVERA POLY,B,1,NA,NA
10,154,ABOPOLY,B,1,NA,NA
10,154,WWTP,BA,1,NA,NA
10,162,UIDCEW,R,1,NA,NA
10,162,UIDCEW,B,1,NA,NA
10,162,OJ,B,13,NA,NA
10,162,OJGL,B,3,NA,NA
10,162,UIDMAJ,B,2,NA,NA
10,162,CP,B,2,NA,NA
10,162,CP,BA,1,NA,NA
10,162,SEVBB,B,1,NA,NA
10,162,PORUID,R,1,NA,NA
10,176,UIDBW,B,1,NA,NA
10,177,OJ,B,2,NA,NA
10,177,LDGLCE,B,3,NA,NA
10,177,ELMOR,R,1,NA,NA
10,178,OJ,R,1,NA,NA
10,178,OJ,B,4,NA,NA
10,178,OJGL,B,3,NA,NA
10,178,MEXRED,BA,1,NA,NA
10,178,LDGLCE,B,1,NA,NA
10,178,ELMOR,B,1,NA,NA
10,178,DELFTPOLY,B,1,NA,NA
10,178,UIDMEX,R,1,NA,NA
10,178,UIDMEX,B,2,NA,NA
10,178,UIDPUE,B,1,NA,NA
10,178,UIDPOLY,B,1,NA,NA
10,178,SEVBB,B,1,NA,NA
10,178,PUEPOLY,B,1,NA,NA
10,180,OJ,B,4,NA,NA
10,180,OJGL,B,2,NA,NA
10,180,MEXRED,B,2,NA,NA
10,180,UIDMAJ,R,1,NA,NA
10,180,UIDMAJ,B,1,NA,NA
10,180,CP,B,1,NA,NA
10,180,SEVBB,R,1,NA,NA
3,88,SLIPSTF,B,1,NA,NA
NA,88,PW,R,1,NA,NA
NA,88,PW,B,3,NA,NA
NA,88,REFEWTP,B,4,NA,NA
NA,88,REFEWHP,R,1,GAUDY DUTCH,NA
NA,92,OJGL,B,1,NA,NA
NA,92,CW,B,3,NA,NA
NA,92,PWA,B,1,NA,NA
NA,92,REFEWTP,B,1,NA,NA
NA,94,OJ,B,4,NA,NA
NA,94,SSJ,B,1,NA,NA
