TU,F S Number,Item,Part,Count,Comment,ACCOUNTED
NA,94,MEXRED,B,2,NA,NA
NA,94,SLIPSTF,R,1,NA,NA
NA,94,LDGLCE,B,1,RED WARE,NA
NA,94,CP,R,2,NA,NA
NA,94,AUCILLA,B,1,NA,NA
NA,94,PUEBW,BA,1,NA,NA
NA,94,CW,R,1,NA,NA
NA,94,CW,B,4,NA,NA
NA,94,CW,BA,1,NA,NA
NA,94,PW,B,2,NA,NA
NA,94,PWSE,R,1,NA,NA
NA,94,PWA,R,1,NA,NA
NA,94,REFEWTP,B,1,NA,NA
NA,94,BLGRBACIN,B,1,NA,NA
NA,94,WSGS,B,3,NA,NA
NA,96,UIDCEW,R,1,NA,NA
NA,96,OJ,B,15,NA,NA
NA,96,SSJ,B,5,NA,NA
NA,96,MEXRED,B,1,NA,NA
NA,96,LDGLCE,B,2,NA,NA
NA,96,SLIPSTF,B,1,NA,NA
NA,96,ELMOR,B,1,NA,NA
NA,96,DELFT,B,1,NA,NA
NA,96,UIDBW,R,1,NA,NA
NA,96,UIDBW,B,5,NA,NA
NA,96,CP,R,1,NA,NA
NA,96,STODOM,B,2,NA,NA
NA,96,ICHBW,R,1,NA,NA
NA,96,ICHBW,B,1,NA,NA
NA,96,CW,B,8,NA,NA
NA,96,CW,BA,3,NA,NA
NA,96,CW,R,1,GR EDGE,NA
NA,96,PW,B,4,NA,NA
NA,96,PWHP,R,2,NA,NA
NA,96,REFEW,B,1,GAUDY DUTCH,NA
NA,96,WWTP,B,1,NA,NA
NA,96,WSGS,B,1,NA,NA
NA,96,PORUID,R,1,NA,NA
NA,96,LUSTER,B,1,NA,NA
NA,98,OJ,R,1,NA,NA
NA,98,OJ,B,5,NA,NA
NA,98,OJGL,B,1,NA,NA
NA,98,SSJ,B,2,NA,NA
NA,98,MEXRED,B,1,NA,NA
NA,98,ELMOR,B,1,NA,NA
NA,98,DELFT,B,3,NA,NA
NA,98,UIDBW,B,1,NA,NA
NA,98,UIDMAJ,B,1,NA,NA
NA,98,AUCILLA,BA,1,NA,NA
NA,98,CW,R,3,NA,NA
NA,98,CW,B,5,NA,NA
NA,98,CW,BA,9,NA,NA
NA,98,PW,B,2,NA,NA
NA,98,PWHP,B,1,NA,NA
NA,98,PWSE,B,1,NA,NA
NA,98,PORMING,R,2,NA,NA
NA,98,POROG,B,1,NA,NA
NA,100,UIDCEW,B,1,NA,NA
NA,100,OJ,B,3,NA,NA
NA,100,OJGL,B,1,NA,NA
NA,100,SLIPSTF,B,2,NA,NA
NA,100,DELFT,B,1,NA,NA
NA,100,DELFTBW,B,2,NA,NA
NA,100,UIDMAJ,B,1,NA,NA
NA,100,CW,B,11,NA,NA
NA,100,CW,BA,1,NA,NA
NA,100,REFEW,B,1,HP,NA
NA,100,REFEWTP,B,1,NA,NA
NA,100,REFEWTP,B,1,BR BAND,NA
NA,100,REFEWTP,B,1,BR/GR,NA
NA,100,WSGS,B,1,NA,NA
NA,100,PORUID,B,1,NA,NA
NA,100,POREXP,B,2,NA,NA
NA,80,MEXRED,R,1,NA,NA
NA,80,LDGLCE,B,1,NA,NA
NA,80,SLIPSTF,B,1,NA,NA
NA,80,SLIPSTF,B,2,NA,NA
NA,80,ELMOR,R,1,NA,NA
NA,80,ELMOR,B,1,NA,NA
NA,80,CP,R,1,NA,NA
NA,80,ICHBW,B,1,NA,NA
NA,80,CW,B,4,NA,NA
NA,80,REFEW,B,1,NA,NA
NA,103,OJ,B,4,NA,NA
NA,103,OJGL,B,1,NA,NA
NA,103,SSJ,B,1,NA,NA
NA,103,GUADA,R,1,NA,NA
NA,103,GUADA,B,1,NA,NA
NA,103,BLGCE,B,2,NA,NA
NA,103,DELFT,R,2,NA,NA
NA,103,UIDBW,B,1,NA,NA
NA,103,SLPOLY,B,1,NA,NA
NA,103,PUEBW,B,2,NA,NA
NA,103,UIDBW,B,1,NA,NA
NA,103,UIDMAJ,B,1,BR GL,NA
NA,103,CW,R,1,NA,NA
NA,103,CW,B,11,NA,NA
NA,103,WHEILD,B,1,NA,NA
NA,103,PW,B,2,NA,NA
NA,103,PWHP,B,2,EARL,NA
NA,103,PWSE,R,1,NA,NA
NA,103,REFEWTP,B,3,NA,NA
NA,103,NOTT,B,1,NA,NA
NA,103,RHEN,B,1,NA,NA
NA,103,POREUR,R,1,NA,NA
NA,116,OJ,B,7,NA,NA
NA,116,OJGL,B,3,NA,NA
NA,116,SSJ,B,1,NA,NA
NA,116,SLIPSTF,B,1,NA,NA
NA,116,SLIPSTF,B,1,NA,NA
NA,116,UIDMAJ,B,1,NA,NA
NA,116,CW,R,1,NA,NA
NA,116,CW,B,5,NA,NA
NA,116,PW,R,1,NA,NA
NA,116,PW,B,2,NA,NA
NA,116,PW,BA,1,NA,NA
NA,116,PWA,B,1,NA,NA
NA,116,REFEWTP,B,2,NA,NA
NA,116,REFEW,B,1,GAUDY DUTCH,NA
NA,116,POROG,B,1,NA,NA
NA,117,OJ,B,4,NA,NA
NA,117,ORMIC,B,1,NA,NA
NA,117,MEXRED,B,1,NA,NA
NA,117,SLIPSTF,B,3,NA,NA
NA,117,SLIPSTF,B,1,NA,NA
NA,117,ELMOR,B,2,NA,NA
NA,117,MARINE,B,1,POSSIBLE,NA
NA,117,DELFT,R,1,NA,NA
NA,117,UIDMAJ,R,1,NA,NA
NA,117,UIDMAJ,B,1,NA,NA
NA,117,CP,R,1,NA,NA
NA,117,CP,B,1,NA,NA
NA,117,CW,R,1,NA,NA
NA,117,CW,B,4,NA,NA
NA,117,PW,R,1,NA,NA
NA,117,PW,B,1,NA,NA
NA,117,PW,BA,1,NA,NA
NA,117,REFEWTP,B,1,NA,NA
NA,117,REFEW,R,1,GAUDY DUTCH,NA
NA,117,REFEW,B,4,GAUDY DUTCH,NA
NA,117,WSGS,B,1,NA,NA
NA,117,SGS,B,1,GY/BL,NA
NA,117,PORUID,R,1,NA,NA
NA,117,PORUID,B,2,NA,NA
NA,119,UIDCEW,B,1,NA,NA
NA,119,OJ,B,10,NA,NA
NA,119,SSJ,R,1,NA,NA
NA,119,ORMIC,B,3,NA,NA
NA,119,LDGLCE,BA,1,NA,NA
NA,119,ELMOR,HA,1,NA,NA
NA,119,BLGCE,B,1,NA,NA
NA,119,DELFT,R,1,NA,NA
NA,119,PUEBW,R,1,NA,NA
NA,119,REFEW,R,1,NA,NA
NA,119,REFEW,B,9,NA,NA
NA,119,PW,B,2,NA,NA
NA,119,PWSE,R,1,NA,NA
NA,119,REFEWTP,B,2,NA,NA
NA,119,REFEWTP,R,1,RD,NA
NA,119,REFEWTP,BA,1,RD,NA
NA,119,REFEW,B,1,GAUDY DUTCH,NA
NA,119,PORUID,R,1,NA,NA
7,136,UIDMAJ,B,2,NA,NA
NA,136,UIDMAJ,R,1,NA,NA
NA,136,AUCILLA,B,1,NA,NA
NA,136,OJ,R,1,NA,NA
NA,136,OJ,B,54,NA,NA
NA,136,OJGL,B,16,NA,NA
NA,136,SSJ,B,2,NA,NA
NA,136,ORMIC,B,6,NA,NA
NA,136,FELDIN,R,1,NA,NA
NA,136,ELMOR,B,5,NA,NA
NA,136,CP,R,1,NA,NA
NA,136,CP,B,3,NA,NA
NA,136,STODOM,B,2,NA,NA
NA,136,SEVBB,B,1,NA,NA
NA,136,SEVWITE,B,1,NA,NA
NA,136,PW,R,1,NA,NA
NA,136,PWA,R,1,NA,NA
NA,136,WSGS,B,1,NA,NA
NA,137,UIDCEW,B,2,NA,NA
NA,137,OJ,R,1,NA,NA
NA,137,OJ,B,3,NA,NA
NA,137,OJ,B,34,NA,NA
NA,137,OJGL,B,7,NA,NA
NA,137,ORMIC,B,3,NA,NA
NA,137,MEXRED,B,1,NA,NA
NA,137,ELMOR,B,4,NA,NA
NA,137,DELFT,R,4,NA,NA
NA,137,DELFT,B,3,NA,NA
NA,137,DELFTBW,BA,1,NA,NA
NA,137,CP,R,1,NA,NA
NA,137,CP,B,1,NA,NA
NA,137,STODOM,B,2,NA,NA
NA,137,SEVBB,B,2,NA,NA
NA,137,PORUID,R,1,NA,NA
NA,137,PORUID,B,1,NA,NA
NA,140,OJ,B,42,NA,NA
NA,140,OJGL,B,7,NA,NA
NA,140,ORMIC,B,2,NA,NA
NA,140,ELMOR,B,2,NA,NA
NA,140,CP,R,1,NA,NA
NA,140,CAPBLU,R,1,NA,NA
NA,140,YAYAL,BA,1,NA,NA
NA,140,SEVBB,R,3,NA,NA
NA,140,SEVBB,B,1,NA,NA
NA,140,PORUID,R,2,NA,NA
NA,140,PORUID,B,1,NA,NA
NA,139,OJ,B,4,NA,NA
NA,139,OJGL,B,2,NA,NA
NA,106,OJ,B,1,NA,NA
NA,106,ELMOR,B,1,NA,NA
4,102,CP,R,1,NA,NA
4,102,CP,B,1,NA,NA
4,102,GREYW,B,3,NA,NA
4,102,OJ,B,24,NA,NA
4,102,ELMOR,B,2,NA,NA
4,102,PORMING,R,1,NA,NA
4,105,OJ,B,7,NA,NA
4,105,OJGL,R,1,NA,NA
4,105,OJGL,B,2,NA,NA
4,105,ELMOR,B,1,NA,NA
4,130,OJ,B,4,NA,NA
4,130,CP,B,1,NA,NA
4,131,BISQ,B,1,NA,NA
4,121,OJ,B,9,NA,NA
4,121,ORMIC,B,1,NA,NA
4,121,ORMIC,BA,1,NA,NA
4,121,ELMOR,B,1,NA,NA
4,121,CP,R,1,NA,NA
4,121,CP,B,10,NA,NA
4,121,CP,BA,1,NA,NA
4,121,SEVBB,B,1,NA,NA
4,75,GREYW,B,1,NA,NA
4,75,OJ,B,85,NA,NA
4,75,OJGL,B,29,NA,NA
4,75,OJGL,BA,1,NA,NA
4,75,ORMIC,B,2,NA,NA
4,75,LDGLCE,B,1,NA,NA
4,75,MEXRED,B,1,NA,NA
4,75,ELMOR,B,3,NA,NA
4,75,BISQ,R,1,NA,NA
4,75,UIDMAJ,B,1,NA,NA
4,75,UIDMAJ,BA,1,NA,NA
4,75,CP,R,7,NA,NA
4,75,CP,B,6,NA,NA
4,75,CP,BA,2,NA,NA
4,75,STODOM,B,3,NA,NA
4,75,SEVBB,R,2,NA,NA
4,75,SEVBB,B,1,NA,NA
4,75,SEVBB,BA,1,NA,NA
4,82,OJ,B,34,NA,NA
4,82,OJGL,B,17,NA,NA
4,82,ORMIC,R,2,NA,NA
4,82,ORMIC,B,6,NA,NA
4,82,ELMOR,R,1,NA,NA
4,82,ELMOR,B,1,NA,NA
4,82,BISQ,B,1,NA,NA
4,82,FAI,B,1,NA,NA
4,82,UIDBW,B,1,NA,NA
4,82,UIDBW,B,1,NA,NA
4,82,CW,R,1,NA,NA
4,82,CW,B,2,NA,NA
4,82,CW,BA,1,NA,NA
4,82,SEVBB,BA,1,NA,NA
4,82,POROG,R,3,NA,NA
4,89,UIDCEW,B,1,NA,NA
4,89,OJ,B,1,NA,NA
4,89,UIDMAJ,B,1,NA,NA
4,89,UIDMEX,B,1,NA,NA
4,89,PUEBW,B,1,NA,NA
12,183,OJGL,R,1,NA,NA
12,183,OJGL,B,11,NA,NA
12,183,SSJ,B,1,NA,NA
12,183,REY,B,5,NA,NA
12,183,LDGLCE,B,3,NA,NA
12,183,GUADA,R,2,NA,NA
12,183,GUADA,B,4,NA,NA
12,183,CP,B,1,NA,NA
12,183,SEVBB,R,1,NA,NA
12,183,SEVBB,B,1,NA,NA
12,183,AUCILLA,R,1,NA,NA
12,183,PUEBW,R,2,NA,NA
12,183,PUEBW,B,5,NA,NA
12,183,UIDMEX,B,1,NA,NA
12,183,UIDBW,R,3,NA,NA
12,183,UIDBW,B,3,NA,NA
12,183,UIDMAJ,R,1,NA,NA
12,183,UIDMAJ,B,2,NA,NA
12,183,UIDMAJ,B,1,YE,NA
12,183,DELFTBW,B,2,NA,NA
12,183,DELFT,B,2,NA,NA
12,183,BISQ,B,1,NA,NA
12,194,OJGL,B,1,GR,NA
12,194,OJGL,B,1,OR,NA
12,194,OJ,B,64,NA,NA
12,194,MEXRED,B,16,NA,NA
12,194,GUADA,R,13,NA,NA
12,194,OJGL,B,18,NA,NA
12,194,GUADA,B,3,NA,NA
12,194,OJ,B,4,POSSIBLE,NA
12,194,ELMOR,R,2,NA,NA
12,194,ELMOR,B,8,NA,NA
12,194,LDGLCE,R,1,NA,NA
12,194,CP,HA,1,NA,NA
12,194,LIGURIANBB,B,2,NA,NA
12,194,TALLBW,B,1,POSSIBLE,NA
12,194,SLBW,R,2,NA,NA
12,194,SLBW,B,4,NA,NA
12,194,SLPOLY,R,1,NA,NA
12,194,PUEPOLY,B,3,NA,NA
12,194,PUEBW,R,11,NA,NA
12,194,PUEBW,B,10,NA,NA
12,194,SABW,B,1,NA,NA
12,194,UIDMEX,B,1,NA,NA
12,194,ARANAMA,R,1,NA,NA
12,194,ARANAMA,B,4,NA,NA
12,194,UIDMAJ,R,2,NA,NA
12,194,UIDMAJ,B,15,NA,NA
12,194,DELFT,B,1,NA,NA
12,194,BISQ,B,1,NA,NA
12,194,SLIPSTF,B,3,NA,NA
12,194,PWTP,B,1,NA,NA
12,194,WSGS,B,1,NA,NA
12,194,PORUID,R,3,NA,NA
12,194,PORUID,B,10,NA,NA
12,194,PORUID,HA,1,NA,NA
12,196,OJ,B,19,NA,NA
12,196,MEXRED,R,1,NA,NA
12,196,MEXRED,B,7,NA,NA
12,196,ORMIC,BA,1,NA,NA
12,196,GUADA,BA,1,NA,NA
12,196,UIDCEW,B,1,NA,NA
12,196,SLBW,B,2,NA,NA
12,196,FIGSP,R,3,NA,NA
12,196,FIGSP,B,4,NA,NA
12,196,AUCILLA,B,2,NA,NA
12,196,PUEPOLY,R,1,NA,NA
12,196,PUEBW,R,1,NA,NA
12,196,PUEBW,B,3,NA,NA
12,196,ABOPOLY,B,1,NA,NA
12,196,FAIBW,R,1,NA,NA
12,197,OJGL,B,1,NA,NA
12,197,GUADA,B,1,NA,NA
12,197,ELMOR,B,2,NA,NA
12,197,UIDMAJ,B,3,NA,NA
12,197,CP,R,1,NA,NA
12,197,CP,B,2,NA,NA
12,197,STODOM,B,1,NA,NA
12,197,ICHBW,B,4,NA,NA
12,197,BISQ,B,2,NA,NA
12,210,OJ,B,1,NA,NA
13,208,MEXRED,B,1,NA,NA
13,208,NOTT,R,1,NA,NA
13,232,OJ,B,5,NA,NA
13,232,GUADA,B,4,NA,NA
13,232,BLGRBACIN,B,1,NA,NA
13,232,PUEPOLY,B,2,NA,NA
13,232,UIDPUE,B,2,NA,NA
13,265,OJ,R,2,NA,NA
13,265,OJ,B,9,NA,NA
13,265,OJGL,B,6,NA,NA
13,265,MEXRED,R,2,NA,NA
13,265,MEXRED,B,1,NA,NA
13,265,GUADA,R,2,NA,NA
13,265,GUADA,B,3,NA,NA
13,265,ELMOR,R,1,NA,NA
13,265,ELMOR,B,2,NA,NA
13,265,SEVBB,B,1,NA,NA
13,265,SLBW,R,1,NA,NA
13,265,SLPOLY,R,2,NA,NA
13,265,SLPOLY,B,1,NA,NA
13,265,PUEBW,R,2,NA,NA
13,265,PUEBW,B,4,NA,NA
13,265,SABW,B,1,NA,NA
13,265,PLAYA,B,1,NA,NA
13,265,ARANAMA,B,1,NA,NA
13,265,UIDMAJ,R,1,NA,NA
13,265,UIDMAJ,B,1,NA,NA
13,265,PORMING,B,1,NA,NA
13,261,OJ,B,4,NA,NA
13,261,ORMIC,R,1,NA,NA
13,261,MEXRED,B,3,NA,NA
13,261,GUADA,B,1,NA,NA
13,261,OJGL,R,1,NA,NA
13,261,OJGL,B,3,NA,NA
13,261,SSJ,BA,1,NA,NA
13,261,ELMOR,R,1,NA,NA
13,261,ELMOR,BA,1,NA,NA
13,261,LDGLCE,R,1,NA,NA
13,261,STODOM,B,1,NA,NA
13,261,PUEPOLY,B,1,NA,NA
13,261,PUEBW,R,1,NA,NA
13,261,PUEBW,B,3,NA,NA
13,261,UIDMAJ,B,4,NA,NA
13,289,OJGL,R,1,NA,NA
13,289,OJGL,B,4,NA,NA
13,289,MEXRED,B,1,NA,NA
13,289,GUADA,B,1,NA,NA
13,289,ELMOR,B,3,NA,NA
13,289,LDGLCE,BA,1,NA,NA
13,289,LDGLCE,B,1,NA,NA
13,289,YAYAL,R,1,NA,NA
13,289,YAYAL,B,1,NA,NA
13,289,SEVBB,R,1,NA,NA
13,289,SEVBB,B,1,NA,NA
13,289,SLBW,B,1,NA,NA
13,289,SLPOLY,B,1,NA,NA
13,289,FIGSP,R,1,NA,NA
13,289,FIGSP,B,1,NA,NA
13,289,PUEPOLY,R,2,NA,NA
13,289,PUEPOLY,B,1,NA,NA
13,289,PUEBW,B,8,NA,NA
13,289,PUEBW,BA,1,NA,NA
13,289,ABOPOLY,B,1,TYPE II,NA
13,289,UIDMAJ,B,1,NA,NA
13,289,DELFT,B,1,NA,NA
13,289,DELFTBW,B,1,NA,NA
13,289,DELFTPOLY,B,1,NA,NA
13,290,OJ,B,7,NA,NA
13,290,OJGL,B,2,NA,NA
13,290,ELMOR,B,2,NA,NA
13,290,SEM,B,1,NA,NA
13,290,STODOM,B,1,NA,NA
13,290,UIDPOLY,B,1,NA,NA
13,248,LDGLCE,R,1,NA,NA
13,248,LDGLCE,B,1,NA,NA
13,249,OJ,B,13,NA,NA
13,249,OJGL,B,1,NA,NA
13,249,UIDMAJ,B,1,NA,NA
13,250,OJ,B,2,NA,NA
13,250,OJGL,B,1,NA,NA
13,250,MEXRED,B,1,NA,NA
13,250,FIGSP,BA,1,NA,NA
13,250,AUCILLA,R,1,NA,NA
13,291,OJ,B,1,NA,NA
13,291,MEXRED,B,1,NA,NA
13,292,OJ,B,8,NA,NA
13,292,OJGL,B,1,NA,NA
13,292,GUADA,BA,1,NA,NA
13,292,ELMOR,B,5,NA,NA
13,292,ELMOR,BA,1,NA,NA
13,292,LDGLCE,B,4,NA,NA
13,292,LIGURIANBB,B,2,NA,NA
13,292,SEVBB,R,1,NA,NA
13,292,SEVBB,B,1,NA,NA
13,292,PUEPOLY,B,1,NA,NA
13,292,ARANAMA,R,1,NA,NA
13,292,UIDMAJ,B,2,NA,NA
13,323,OJ,B,15,NA,NA
13,323,OJGL,B,5,NA,NA
13,323,MEXRED,B,1,NA,NA
13,323,GUADA,B,1,NA,NA
13,323,ELMOR,B,3,NA,NA
13,323,ICHBW,B,1,NA,NA
13,323,SLBW,B,1,NA,NA
13,323,PUEBW,B,1,POSSIBLE,NA
13,323,UIDMEX,R,1,NA,NA
13,323,UIDPOLY,B,1,NA,NA
13,323,DELFTBW,R,1,NA,NA
13,327,OJ,B,5,NA,NA
13,327,OJGL,B,1,NA,NA
13,327,MEXRED,B,1,NA,NA
13,327,ELMOR,B,1,NA,NA
13,327,CP,B,1,NA,NA
13,327,SEM,R,1,NA,NA
13,327,PUEPOLY,B,1,NA,NA
13,335,OJ,B,14,NA,NA
13,335,ORMIC,R,1,NA,NA
13,335,MEXRED,B,1,NA,NA
13,335,OJGL,R,1,NA,NA
13,335,OJGL,B,4,NA,NA
13,335,ELMOR,R,2,NA,NA
13,335,LDGLCE,B,1,NA,NA
13,335,UIDCEW,B,1,NA,NA
13,335,CP,B,1,NA,NA
13,335,YAYAL,B,1,NA,NA
13,335,ICHBW,B,3,NA,NA
13,335,SLBW,R,1,NA,NA
13,335,SLPOLY,B,1,NA,NA
13,335,PUEPOLY,B,1,NA,NA
13,335,PUEBW,B,3,NA,NA
13,335,UIDBW,B,1,NA,NA
13,339,OJ,R,2,NA,NA
13,339,OJ,B,25,NA,NA
13,339,OJGL,B,10,NA,NA
13,339,MEXRED,B,4,NA,NA
13,339,BLGRBACIN,B,1,NA,NA
13,339,ELMOR,B,2,NA,NA
13,339,ELMOR,BA,1,NA,NA
13,339,LDGLCE,B,2,NA,NA
13,339,CP,B,2,NA,NA
13,339,SEM,B,1,NA,NA
13,339,SEVBB,B,2,NA,NA
13,339,SLPOLY,B,5,NA,NA
13,339,PUEPOLY,B,2,NA,NA
13,339,PUEBW,B,2,NA,NA
13,339,ABOPOLY,B,2,NA,NA
13,339,SABW,R,1,NA,NA
13,339,SABW,B,1,NA,NA
13,339,UIDBW,B,2,NA,NA
13,339,UIDMAJ,R,2,NA,NA
13,339,UIDMAJ,B,4,NA,NA
13,339,UIDPOLY,B,1,NA,NA
13,339,DELFTBW,R,2,NA,NA
13,339,BISQ,B,1,NA,NA
14,383,OJ,B,8,NA,NA
14,383,ELMOR,B,2,NA,NA
14,383,SLBW,R,1,NA,NA
14,383,PUEBW,B,1,NA,NA
14,383,UIDMEX,B,1,NA,NA
14,383,DELFTBW,B,1,NA,NA
15,410,OJ,B,10,NA,NA
15,410,OJGL,B,3,NA,NA
15,410,ORMIC,B,1,NA,NA
15,410,ELMOR,B,1,NA,NA
15,410,SEVBB,B,1,NA,NA
15,410,SLPOLY,B,1,NA,NA
15,410,UIDBW,B,1,NA,NA
15,410,UIDMAJ,B,1,NA,NA
15,375,OJ,B,4,NA,NA
15,375,OJGL,B,1,NA,NA
15,375,BLGRBACIN,B,1,NA,NA
15,375,MEXRED,B,1,NA,NA
15,375,ELMOR,B,1,NA,NA
15,375,SEVBB,B,1,NA,NA
15,375,ICHBW,B,1,NA,NA
15,375,SLBW,BA,2,NA,NA
15,375,SLPOLY,R,1,NA,NA
15,375,CW,HA,1,NA,NA
17,381,OJ,B,10,NA,NA
17,381,ORMIC,B,1,NA,NA
17,381,MEXRED,B,3,NA,NA
17,381,ELMOR,B,3,NA,NA
17,381,ELMOR,BA,1,NA,NA
17,381,LDGLCE,B,6,NA,NA
17,381,OJGL,B,1,NA,NA
17,381,CP,B,1,NA,NA
17,381,ICHBW,B,2,NA,NA
17,381,SLBW,B,1,NA,NA
17,381,SLPOLY,B,1,NA,NA
17,381,PUEBW,B,8,NA,NA
17,381,PUEBW,B,2,NA,NA
17,381,CASTL,B,2,NA,NA
17,381,UIDBW,R,1,NA,NA
17,381,UIDBW,B,2,NA,NA
17,381,UIDPUE,R,1,NA,NA
17,381,UIDPUE,B,1,NA,NA
17,381,UIDMEX,R,1,NA,NA
17,381,UIDMEX,B,1,NA,NA
18,401,OJ,B,17,NA,NA
18,401,OJGL,B,13,NA,NA
18,401,UIDCEW,B,1,NA,NA
18,401,CP,B,1,NA,NA
18,402,LDGLCE,B,2,NA,NA
18,402,CAPBLU,B,1,NA,NA
18,402,SLPOLY,B,1,NA,NA
18,402,ELERS,B,1,NA,NA
18,406,OJ,R,3,NA,NA
18,406,OJ,B,5,NA,NA
18,406,OJGL,B,3,NA,NA
18,406,ELMOR,B,1,NA,NA
18,406,PUEBW,B,1,NA,NA
18,407,OJ,B,3,NA,NA
18,407,SLIPSTF,B,1,NA,NA
18,411,OJ,R,1,NA,NA
18,411,OJ,B,11,NA,NA
18,411,OJGL,B,14,NA,NA
18,411,MARINE,R,2,NA,NA
18,411,MARINE,B,4,NA,NA
18,411,BLGRBACIN,B,5,NA,NA
18,411,ELMOR,B,1,NA,NA
18,411,LDGLCE,R,2,NA,NA
18,411,CAPBLU,R,1,NA,NA
18,411,SLBW,B,3,NA,NA
18,411,SLBW,BA,1,NA,NA
18,411,SLPOLY,BA,1,NA,NA
18,411,PUEPOLY,B,2,NA,NA
18,411,PUEBW,B,1,NA,NA
18,411,UIDBW,R,2,NA,NA
18,411,UIDBW,B,1,NA,NA
18,411,DELFTBW,R,7,NA,NA
18,411,DELFTBW,B,10,NA,NA
18,411,DELFTPOLY,B,4,NA,NA
18,411,DELFT,B,3,NA,NA
18,411,WWTP,R,1,NA,NA
18,411,WW,R,1,NA,NA
18,411,IRNSTN,R,1,NA,NA
18,411,POROG,B,1,NA,NA
18,412,MEXRED,B,1,NA,NA
18,412,LUSTER,B,1,POSSIBLE,NA
18,412,ICHBW,B,1,NA,NA
18,412,UIDMAJ,B,1,OLD WORLD,NA
18,412,UIDMAJ,R,1,NA,NA
18,412,CW,B,1,NA,NA
18,412,CW,BA,2,NA,NA
18,412,REFEW,R,2,GAUDY DUTCH,NA